Field Name,FIX Tag,Short Description,Is Signed-Off,Default Value,Data Type,Last Update User,Start Date,Jira No,Long Description,OPS Critical Tag,System,PII Information Level Type,PII Element Name
CashSettlAgentCode,183,BIC (Bank Identification Code--Swift managed) code of  the SettlInstSources local agent bank if SettlDeliveryType= Free,Y,,,tejasd,1.14469E+12,,,,,,
CashSettlAgentAcctNum,184,SettlInstSources account number at local agent bank if SettlDeliveryType is Free,Y,,,tejasd,1.14469E+12,,,,,,
CashSettlAgentAcctName,185,Name of SettlInstSources account at local agent bank if SettlDeliveryType= Free,Y,,,tejasd,1.14469E+12,,,,,,
CashSettlAgentContactName,186,Name of contact at local agent bank for SettlInstSources account  if SettlDeliveryType is Free,Y,,,tejasd,1.14469E+12,,,,,,
CashSettlAgentContactPhone,187,Phone number for contact at local agent bank for SettlInstSources account  if SettlDeliveryType=Free,Y,,,tejasd,1.14469E+12,,,,,,
BidSpotRate,188,Bid F/X spot rate.,Y,,Float,tejasd,1.14469E+12,,,,,,
BidForwardPoints,189,Bid F/X forward points added to spot rate. May be a negative value.,Y,,Float,tejasd,1.14469E+12,,,,,,
OfferSpotRate,190,Offer F/X spot rate.,Y,,Float,tejasd,1.14469E+12,,,,,,
OfferForwardPoints,191,Offer F/X forward points added to spot rate. May be a negative value.,Y,,Float,tejasd,1.14469E+12,,,,,,
OrderQty2,192,OrderQty of the future part of a F/X swap order.,Y,,Float,kaleami,1.5339E+12,,,,,,
FutSettDate2,193,FutSettDate of the future part of a F/X swap order.,Y,,Date,tejasd,1.14469E+12,,,,,,
LastSpotRate,194,F/X spot rate.,Y,,String,schrier,1.4254E+12,,,,,,
LastForwardPoints,195,F/X forward points added to LastSpotRate.  May be a negative value.,Y,,String,schrier,1.4254E+12,,,,,,
AllocLinkID,196,"Can be used to link two different Allocation messages (each with unique AllocID) together, i.e. for F/X Netting or Swaps. Should be unique.",Y,,String,anandshi,1.36975E+12,,,,,,
AllocLinkType,197,Identifies the type of Allocation linkage when AllocLinkID is used.,Y, ,,gayakwad,1.14469E+12,,,,,,
secondaryOrderID,198,Assigned by the party which accepts the order.  Can be used to provide the OrderID used by an exchange or executing system.,Y,,String,kaleami,1.53382E+12,,,,,,
NoIOIQualifiers,199,Number of repeating groups of IOIQualifiers.,Y,,,tejasd,1.14469E+12,,,,,,
MaturityMonthYear,200,Month and Year of the maturity for SecurityType is FUT or SecurityType is OPT. Format: YYYYMM  (i.e. 199903),Y,,String,smore,1.27779E+12,,,,,,
PutOrCall,201,Indicates whether an Option is for a put or call. No longer used as of FIX 4.3 - decommissioned. The CFICode was introduced to improve granularity in specifying security type. The adoption of CFICode (461) has made the PutOrCall (tag 201) redundant.,N,,String,yashanka,1.52215E+12,,,,,,
StrikePrice,202,Strike Price for an Option.,N,,Float,yashanka,1.52215E+12,,,,,,
CoveredOrUncovered,203,"Used for derivative products, such as options",Y,,String,tejasd,1.14469E+12,,,,,,
customerOrFirm,204,Used for options when delivering the order to an execution system/exchange. Specifies the order is for a customer or placed by firm . No longer used as of FIX 4.3 - decommissioned. The tag values have been merged into the new OrderCapacity (tag 528) field,Y,,String,liuzhe,1.65231E+12,,,YES,GTRS-MiFIDII|Y|Only for Asia,,
MaturityDay,205,Day of month used in conjunction with MaturityMonthYear to specify the maturity date for SecurityType is FUT or SecurityType is OPT. No longer used as of FIX 4.3- decommissioned. This field has been removed and replaced by the MaturityDate field (tag 541),Y,,String,smore,1.27779E+12,,,,,,
OptAttribute,206,Can be used for SecurityType=OPT to identify a particular security. Valid values vary by SecurityExchange.,Y,,String,smore,1.27779E+12,,,,,,
SecurityExchange,207,Market used to help identify a security. See Appendix 6-C,Y,,String,monacant,1.36691E+12,,,,,,
NotifyBrokerOfCredit,208,Indicates whether or not details should be communicated to BrokerOfCredit (i.e. step-in broker).,Y,,String,malays,1.27716E+12,,,,,,
AllocHandlInst,209,Indicates how the receiver (i.e. third party) of Allocation message should handle/process the account details.,Y,,String,malays,1.27716E+12,,,,,,
maxShow,210,Maximum quantity (e.g. number of shares) within an order to be shown  to other customers (i.e. sent via an IOI). (Prior to FIX 4.2 this field was of type int),Y,,Float,anandshi,1.34885E+12,,,,,,
PegDifference,211,Amount (signed) added to the price of the peg  for a pegged order.,Y,,String,tejasd,1.14469E+12,,,,,,
XmlDataLen,212,Length of the XmlData data block.,Y,,,tejasd,1.14469E+12,,,,,,
XmlData,213,Actual XML data stream (e.g. FIXML). See approriate XML reference (e.g. FIXML).  Note: may contain embedded SOH characters.,Y,,,tejasd,1.14469E+12,,,,,,
SettlInstRefID,214,Reference identifier for the SettlInstID with Cancel and Replace SettlInstTransType transaction types.,Y,,,tejasd,1.14469E+12,,,,,,
NoRoutingIDs,215,Number of repeating groups of RoutingID and RoutingType values.   See Volume 3: Pre-Trade Message Targeting/Routing,Y,,,tejasd,1.14469E+12,,,,,,
RoutingType,216,Indicates the type of RoutingID specified.,Y,,String,tejasd,1.14469E+12,,,,,,
RoutingID,217,Assigned value used to identify a specific routing destination.,Y,,String,smore,1.27778E+12,,,,,,
Spread,218,For Fixed Income.  Either Swap Spread or Spread to Benchmark depending upon the order type.  Spread to Benchmark:  Basis points relative to a benchmark.  To be expressed as count of basis points (vs. an absolute value),Y,,String,tejasd,1.14469E+12,,,,,,
Benchmark,219,"For Fixed Income.  Identifies the benchmark (e.g. used in conjunction with the SpreadToBenchmark field). Deprecated in FIX 4.3 by the combined use of BenchmarkCurveCurrency(220), BenchmarkCurveName(221) and BenchmarkCurvePoint(222) fields",Y,,,tejasd,1.14469E+12,,,,,,
BenchmarkCurveCurrency,220,"Identifies currency used for  benchmark curve. See Appendix 6-A: Valid Currency Codes for information on obtaining valid values. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
BenchmarkCurveName,221,"Name of benchmark curve. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,anandshi,1.34815E+12,,,,,,
BenchmarkCurvePoint,222,"Point on benchmark curve.  Free form values:  e.g. 1Y, 7Y , INTERPOLATED. See Fixed Income-specific documentation at http://www.fixprotocol.org for additional values. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,anandshi,1.34815E+12,,,,,,
CouponRate,223,For Fixed Income.  Coupon rate of the bond.  Will be zero for step-up bonds.,Y,,Float,monacant,1.36691E+12,,,,,,
CouponPaymentDate,224,"Date interest is to be paid.  Used in identifying Corporate Bond issues. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,anandshi,1.3668E+12,,,,,,
IssueDate,225,"Date instrument was issued. For Fixed Income IOIs for new issues, specifies the issue date. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,monacant,1.3669E+12,,,,,,
RepurchaseTerm,226,"Number of business days before repurchase of a repo. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
RepurchaseRate,227,"Percent of par at which a Repo will be repaid. Represented as a percent, e.g. .9525 represents 95-1/4 percent of par. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
Factor,228,"Fraction for deriving Current face from Original face for TIPS, ABS or MBS Fixed Income securities. Note the fraction may be greater than, equal to or less than 1. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,monacant,1.37088E+12,,,,,,
TradeOriginationDate,229,"Used with Fixed Income for Muncipal New Issue Market.  Agreement in principal between counter-parties prior to actual trade date. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
ExDate,230,"The date when a distribution of interest is deducted from a securities assets or set aside for payment to bondholders. On the ex-date, the securities price drops by the amount of the distribution (plus or minus any market activity)",Y,,,tejasd,1.14469E+12,,,,,,
ContractMultiplier,231,"Specifies ratio or multiply factor to convert from contracts to shares e.g. 1.0, 100, 1000, etc. Applicable For Fixed Income, Convertible Bonds, Derivatives, etc. Note: If used, quantities should be expressed in the nominal amt, e.g. contracts vs. shares.",Y,,Float,monacant,1.36691E+12,,,,,,
NoStipulations,232,"Number of stipulation entries (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,anandshi,1.3662E+12,,,,,,
StipulationType,233,"For Fixed Income.  Type of Stipulation. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,tejasd,1.14469E+12,,,,,,
StipulationValue,234,For Fixed Income.  Value of stipulation. The expression can be an absolute single value or a combination of values and logical operators plus appropriate combinations of logical operators and other expressions by mutual agreement of the counterparties,Y,,String,anandshi,1.3662E+12,,,,,,
YieldType,235,"Type of yield. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,monacant,1.36691E+12,,,,,,
Yieldpercentage,236,Yield percentage,Y,,String,monacant,1.36691E+12,,,,,,
TotalTakedown,237,"The price at which the securities are distributed to the different members of an underwriting group for the primary market in Municipals, total gross underwriter's spread. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
Concession,238,"Provides the reduction in price for the secondary market in Muncipals.(Note tag # was reserved in FIX 4.1, added in FIX 4.3) proposal",Y,,,tejasd,1.14469E+12,,,,,,
RepoCollateralSecurityType,239,"Identifies the collateral used in the transaction. (Note tag # was reserved in FIX 4.1, added in FIX 4.3) proposal",Y,,,tejasd,1.14469E+12,,,,,,
RedemptionDate,240,"Return of investor's principal in a security.  Bond redemption can occur before maturity date.(Note tag # was reserved in FIX 4.1, added in FIX 4.3) proposal",Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingCouponPaymentDate,241,"Underlying security's CouponPaymentDate. (Note tag # was reserved in FIX 4.1, added in FIX 4.3) proposal",Y,,String,anandshi,1.35782E+12,,,,,,
UnderlyingIssueDate,242,"Underlying security's IssueDate. See IssueDate (225) field for description (Note tag # was reserved in FIX 4.1, added in FIX 4.3) proposal",Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingRepoCollateralSecurityType,243," Underlying security's RepoCollateralSecurityType.(Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingRepurchaseTerm,244,"Underlying security's RepurchaseTerm. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingRepurchaseRate,245,"Underlying security's RepurchaseRate. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingFactor,246,"Underlying security's Factor. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingRedemptionDate,247,"Underlying security's RedemptionDate.(Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
LegCouponPaymentDate,248,"Multileg instrument's individual leg security's CouponPaymentDate. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,smore,1.27797E+12,,,,,,
LegIssueDate,249,"Multileg instrument's individual leg security's IssueDate. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,wugab,1.65277E+12,,,,,,
LegRepoCollateralSecurityType,250,"Multileg instrument's individual leg security's RepoCollateralSecurityType. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
LegRepurchaseTerm,251,"Multileg instrument's individual leg security's RepurchaseTerm.(Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
LegRepurchaseRate,252,"Multileg instrument's individual leg security's RepurchaseRate.(Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
LegFactor,253,"Multileg instrument's individual leg security's Factor. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,smore,1.27797E+12,,,,,,
LegRedemptionDate,254,"Multileg instrument's individual leg security's RedemptionDate. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
CreditRating,255,"An evaluation of a company's ability to repay obligations or its likelihood of not defaulting.  These evaluation are provided by Credit Rating Agencies, i.e. S&P, Moody's. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
UnderlyingCreditRating,256,"Underlying security's CreditRating. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,anandshi,1.35782E+12,,,,,,
LegCreditRating,257,"Multileg instrument's individual leg security's CreditRating. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,String,smore,1.27797E+12,,,,,,
TradedFlatSwitch,258,"Driver and part of trade in the event that the Security Master file was wrong at the point of entry (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
BasisFeatureDate,259,"BasisFeatureDate allows requesting firms within fixed income the ability to request an alternative yield-to-worst, -maturity, -extended or other call. This flows through the confirm process. (Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
BasisFeaturePrice,260,"Price for BasisFeatureDate.(Note tag # was reserved in FIX 4.1, added in FIX 4.3)",Y,,,tejasd,1.14469E+12,,,,,,
Reserve1,261,Reserved/Allocated to the Fixed Income proposal,Y,,,tejasd,1.14469E+12,,,,,,
MDReqID,262,Unique identifier for Market Data Request,Y,,String,anandshi,1.36006E+12,,,,,,
SubscriptionRequestType,263,Subscription Request Type,Y,,String,anandshi,1.34623E+12,,,,,,
MarketDepth,264,Depth of market for Book Snapshot,Y,,,tejasd,1.14469E+12,,,,,,
MDUpdateType,265,Specifies the type of Market Data update.,Y,,,tejasd,1.14469E+12,,,,,,
AggregatedBook,266,Specifies whether or not book entries should be aggregated.,Y, ,,gayakwad,1.14469E+12,,,,,,
NoMDEntryTypes,267,Number of MDEntryType fields requested.,Y,,,tejasd,1.14469E+12,,,,,,
NoMDEntries,268,Number of entries in Market Data message.,Y,,String,anandshi,1.36006E+12,,,,,,
MDEntryType,269,Type  Market Data entry.,Y,,String,smore,1.27779E+12,,,,,,
MDEntryPx,270,Price of the Market Data Entry.,Y,,Float,smore,1.27779E+12,,,,,,
MDEntrySize,271,Quantity represented by the Market Data Entry,Y,,Float,smore,1.27779E+12,,,,,,
MDEntryDate,272,Date of Market Data Entry.,Y,,String,smore,1.27779E+12,,,,,,
MDEntryTime,273,Time of Market Data Entry. ( in GMT ),Y,,String,smore,1.27779E+12,,,,,,
TickDirection,274,Direction of the tick.,Y,,String,smore,1.27779E+12,,,,,,
